Orthogroup	Best Gene Name	Gene Name Occurrences
OG0006841	hypothetical protein	{'hypothetical protein': 2}
OG0006842	type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein	{'type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein': 1, 'hypothetical protein': 1}
OG0006843	Proline racemase	{'Proline racemase': 1, 'proline racemase': 1}
OG0006844	D-proline reductase subunit gamma	{'D-proline reductase subunit gamma': 1, 'D-proline reductase (dithiol) protein PrdB': 1}
OG0006845	hypothetical protein	{'hypothetical protein': 2}
OG0006846	D-proline reductase proprotein PrdA	{'D-proline reductase proprotein PrdA': 1, 'D-proline reductase (dithiol) proprotein PrdA': 1}
OG0006847	hypothetical protein	{'hypothetical protein': 2}
OG0006848	hypothetical protein	{'hypothetical protein': 1, 'antibiotic biosynthesis monooxygenase': 1}
OG0006849	hypothetical protein	{'hypothetical protein': 2}
OG0006850	hypothetical protein	{'hypothetical protein': 2}
OG0006851	ArgP/LysG family DNA-binding transcriptional regulator	{'ArgP/LysG family DNA-binding transcriptional regulator': 1, 'putative HTH-type transcriptional regulator/MT2039': 1}
OG0006852	hypothetical protein	{'hypothetical protein': 2}
OG0006853	hypothetical protein	{'hypothetical protein': 2}
OG0006854	hypothetical protein	{'hypothetical protein': 2}
OG0006855	hypothetical protein	{'hypothetical protein': 2}
OG0006856	hypothetical protein	{'hypothetical protein': 2}
OG0006857	Endoglucanase H precursor	{'Endoglucanase H precursor': 1, 'hypothetical protein': 1}
OG0006858	Uracil DNA glycosylase superfamily protein	{'Uracil DNA glycosylase superfamily protein': 1, 'uracil-DNA glycosylase': 1}
OG0006859	Glyoxalase-like domain protein	{'Glyoxalase-like domain protein': 1, 'VOC family protein': 1}
OG0006860	hypothetical protein	{'hypothetical protein': 2}
OG0006861	type II toxin-antitoxin system HipA family toxin	{'type II toxin-antitoxin system HipA family toxin': 1, 'Serine/threonine-protein kinase HipA': 1}
OG0006862	MarR family transcriptional regulator	{'MarR family transcriptional regulator': 1, 'transcriptional regulator SlyA': 1}
OG0006863	FAD-binding oxidoreductase	{'FAD-binding oxidoreductase': 1, 'Mitomycin radical oxidase': 1}
OG0006864	Bacterial regulatory proteins, tetR family	{'Bacterial regulatory proteins, tetR family': 1, 'TetR/AcrR family transcriptional regulator': 1}
OG0006865	hypothetical protein	{'hypothetical protein': 2}
OG0006866	Bis(5'-nucleosyl)-tetraphosphatase PrpE	"{""Bis(5'-nucleosyl)-tetraphosphatase PrpE"": 1, 'polynucleotide kinase-phosphatase': 1}"
OG0006867	3' terminal RNA ribose 2'-O-methyltransferase Hen1	"{""3' terminal RNA ribose 2'-O-methyltransferase Hen1"": 1, 'bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase': 1}"
OG0006868	M48 family metallopeptidase	{'M48 family metallopeptidase': 1, 'SprT-like family protein': 1}
OG0006869	HAD family phosphatase	{'HAD family phosphatase': 1, 'Putative phosphatase': 1}
OG0006870	maltose ABC transporter periplasmic protein	{'maltose ABC transporter periplasmic protein': 1, 'carbohydrate ABC transporter, N-acetylglucosamine/diacetylchitobiose-binding protein': 1}
OG0006871	hypothetical protein	{'hypothetical protein': 2}
OG0006872	Transcriptional regulatory protein DegU	{'Transcriptional regulatory protein DegU': 1, 'response regulator transcription factor': 1}
OG0006873	nucleotidyltransferase family protein	{'nucleotidyltransferase family protein': 1, 'Nucleotidyltransferase domain protein': 1}
OG0006874	hypothetical protein	{'hypothetical protein': 1, 'DUF86 domain-containing protein': 1}
OG0006875	putative addiction module antidote protein	{'putative addiction module antidote protein': 1, 'hypothetical protein': 1}
OG0006876	addiction module killer protein	{'addiction module killer protein': 1, 'hypothetical protein': 1}
OG0006877	hypothetical protein	{'hypothetical protein': 2}
OG0006878	hypothetical protein	{'hypothetical protein': 2}
OG0006879	SHOCT domain-containing protein	{'SHOCT domain-containing protein': 1, 'hypothetical protein': 1}
OG0006880	glutaredoxin	{'glutaredoxin': 1, 'hypothetical protein': 1}
OG0006881	cytochrome c biogenesis protein CcdA	{'cytochrome c biogenesis protein CcdA': 1, 'Cytochrome C biogenesis protein transmembrane region': 1}
OG0006882	peroxiredoxin family protein	{'peroxiredoxin family protein': 1, 'Putative peroxiredoxin/MT2597': 1}
OG0006883	hypothetical protein	{'hypothetical protein': 2}
OG0006884	DNA-binding transcriptional regulator AsnC	{'DNA-binding transcriptional regulator AsnC': 1, 'Lrp/AsnC family transcriptional regulator': 1}
OG0006885	hypothetical protein	{'hypothetical protein': 1, 'ImmA/IrrE family metallo-endopeptidase': 1}
OG0006886	helix-turn-helix transcriptional regulator	{'helix-turn-helix transcriptional regulator': 1, 'Helix-turn-helix': 1}
OG0006887	hypothetical protein	{'hypothetical protein': 1, 'nuclease': 1}
OG0006888	hypothetical protein	{'hypothetical protein': 1, 'aldehyde dehydrogenase': 1}
OG0006889	haloalkane dehalogenase	{'haloalkane dehalogenase': 1, 'alpha/beta hydrolase': 1}
OG0006890	hypothetical protein	{'hypothetical protein': 1, 'DoxX family protein': 1}
OG0006891	glycosyltransferase	{'glycosyltransferase': 1, 'hypothetical protein': 1}
OG0006892	hypothetical protein	{'hypothetical protein': 2}
OG0006893	Alpha/beta hydrolase family protein	{'Alpha/beta hydrolase family protein': 1, 'alpha/beta hydrolase': 1}
OG0006894	hypothetical protein	{'hypothetical protein': 2}
OG0006895	Alpha/beta hydrolase family protein	{'Alpha/beta hydrolase family protein': 1, 'alpha/beta hydrolase': 1}
OG0006896	putative oxidoreductase CzcO	{'putative oxidoreductase CzcO': 1, 'NAD(P)/FAD-dependent oxidoreductase': 1}
OG0006897	hypothetical protein	{'hypothetical protein': 2}
OG0006898	Glyoxalase-like domain protein	{'Glyoxalase-like domain protein': 1, 'VOC family protein': 1}
OG0006899	hypothetical protein	{'hypothetical protein': 2}
OG0006900	hypothetical protein	{'hypothetical protein': 2}
OG0006901	DUF4232 domain-containing protein	{'DUF4232 domain-containing protein': 1, 'hypothetical protein': 1}
OG0006902	hypothetical protein	{'hypothetical protein': 2}
OG0006903	hypothetical protein	{'hypothetical protein': 2}
OG0006904	hypothetical protein	{'hypothetical protein': 1, 'right-handed parallel beta-helix repeat-containing protein': 1}
OG0006905	DUF4232 domain-containing protein	{'DUF4232 domain-containing protein': 1, 'hypothetical protein': 1}
OG0006906	8-oxoguanine deaminase	{'8-oxoguanine deaminase': 1, 'formimidoylglutamate deiminase': 1}
OG0006907	hypothetical protein	{'hypothetical protein': 1, 'UPF0261 family protein': 1}
OG0006908	TIM-barrel signal transduction protein	{'TIM-barrel signal transduction protein': 1, 'phosphoenolpyruvate hydrolase family protein': 1}
OG0006909	hypothetical protein	{'hypothetical protein': 2}
OG0006910	hypothetical protein	{'hypothetical protein': 1, 'ImmA/IrrE family metallo-endopeptidase': 1}
OG0006911	hypothetical protein	{'hypothetical protein': 2}
OG0006912	hypothetical protein	{'hypothetical protein': 2}
OG0006913	CopG family transcriptional regulator	{'CopG family transcriptional regulator': 1, 'Ribbon-helix-helix protein, copG family': 1}
OG0006914	hypothetical protein	{'hypothetical protein': 2}
OG0006915	hypothetical protein	{'hypothetical protein': 2}
OG0006916	hypothetical protein	{'hypothetical protein': 2}
OG0006917	glycosyltransferase	{'glycosyltransferase': 1, 'Glycosyl transferase family 2': 1}
OG0006918	CDP-alcohol phosphatidyltransferase family protein	{'CDP-alcohol phosphatidyltransferase family protein': 1, 'CDP-alcohol phosphatidyltransferase': 1}
OG0006919	glycosyl transferase	{'glycosyl transferase': 1, 'GDP-mannose:glycolipid 4-beta-D-mannosyltransferase precursor': 1}
OG0006920	PKD domain-containing protein	{'PKD domain-containing protein': 1, 'Protease 1 precursor': 1}
OG0006921	hypothetical protein	{'hypothetical protein': 2}
OG0006922	Putative neutral zinc metallopeptidase	{'Putative neutral zinc metallopeptidase': 1, 'hypothetical protein': 1}
OG0006923	DUF2207 domain-containing protein	{'DUF2207 domain-containing protein': 1, 'hypothetical protein': 1}
OG0006924	hypothetical protein	{'hypothetical protein': 2}
OG0006925	Asp23/Gls24 family envelope stress response protein	{'Asp23/Gls24 family envelope stress response protein': 1, 'hypothetical protein': 1}
OG0006926	alkaline shock response membrane anchor protein AmaP	{'alkaline shock response membrane anchor protein AmaP': 1, 'hypothetical protein': 1}
OG0006927	hypothetical protein	{'hypothetical protein': 2}
OG0006928	hypothetical protein	{'hypothetical protein': 2}
OG0006929	hypothetical protein	{'hypothetical protein': 2}
OG0006930	acylneuraminate cytidylyltransferase family protein	"{'acylneuraminate cytidylyltransferase family protein': 1, ""CMP-N,N'-diacetyllegionaminic acid synthase"": 1}"
OG0006931	N,N'-diacetyllegionaminic acid synthase	"{""N,N'-diacetyllegionaminic acid synthase"": 1, 'TIM barrel protein': 1}"
OG0006932	hypothetical protein	{'hypothetical protein': 2}
OG0006933	glycosyltransferase	{'glycosyltransferase': 1, 'Hyaluronan synthase': 1}
OG0006934	Exopolysaccharide glucosyl ketal-pyruvate-transferase	{'Exopolysaccharide glucosyl ketal-pyruvate-transferase': 1, 'polysaccharide pyruvyl transferase family protein': 1}
OG0006935	glycosyltransferase	{'glycosyltransferase': 1, 'Hyaluronan synthase': 1}
OG0006936	hypothetical protein	{'hypothetical protein': 1, 'prephenate dehydrogenase': 1}
OG0006937	glycosyltransferase family 25 protein	{'glycosyltransferase family 25 protein': 1, 'Glycosyltransferase family 25 (LPS biosynthesis protein)': 1}
OG0006938	glycosyltransferase family 1 protein	{'glycosyltransferase family 1 protein': 1, 'hypothetical protein': 1}
OG0006939	acyltransferase	{'acyltransferase': 1, 'Galactoside O-acetyltransferase': 1}
OG0006940	D-inositol-3-phosphate glycosyltransferase	{'D-inositol-3-phosphate glycosyltransferase': 1, 'glycosyltransferase family 4 protein': 1}
OG0006941	hypothetical protein	{'hypothetical protein': 1, 'zinc ABC transporter permease': 1}
OG0006942	hypothetical protein	{'hypothetical protein': 1, 'nucleotidyltransferase family protein': 1}
OG0006943	PqqD family protein	{'PqqD family protein': 1, 'hypothetical protein': 1}
OG0006944	Methylamine utilisation protein MauE	{'Methylamine utilisation protein MauE': 1, 'hypothetical protein': 1}
OG0006945	hypothetical protein	{'hypothetical protein': 2}
OG0006946	hypothetical protein	{'hypothetical protein': 2}
OG0006947	hypothetical protein	{'hypothetical protein': 2}
OG0006948	IS4 family transposase	{'IS4 family transposase': 1, 'hypothetical protein': 1}
OG0006949	hypothetical protein	{'hypothetical protein': 2}
OG0006950	hypothetical protein	{'hypothetical protein': 2}
OG0006951	O-Antigen ligase	{'O-Antigen ligase': 1, 'O-antigen ligase family protein': 1}
OG0006952	hypothetical protein	{'hypothetical protein': 1, 'O-Antigen ligase': 1}
OG0006953	hypothetical protein	{'hypothetical protein': 2}
OG0006954	hypothetical protein	{'hypothetical protein': 1, 'Putative DNA ligase-like protein/MT0965': 1}
OG0006955	Inosose isomerase	{'Inosose isomerase': 1, 'sugar phosphate isomerase/epimerase': 1}
OG0006956	hypothetical protein	{'hypothetical protein': 2}
OG0006957	hypothetical protein	{'hypothetical protein': 2}
OG0006958	hypothetical protein	{'hypothetical protein': 2}
OG0006959	hypothetical protein	{'hypothetical protein': 1, 'SAM-dependent methyltransferase': 1}
OG0006960	hypothetical protein	{'hypothetical protein': 2}
OG0006961	Transposase DDE domain protein	{'Transposase DDE domain protein': 1, 'ISAs1 family transposase': 1}
OG0006962	hypothetical protein	{'hypothetical protein': 2}
OG0006963	hypothetical protein	{'hypothetical protein': 2}
OG0006964	DUF1704 domain-containing protein	{'DUF1704 domain-containing protein': 1, 'hypothetical protein': 1}
OG0006965	hypothetical protein	{'hypothetical protein': 2}
OG0006966	hypothetical protein	{'hypothetical protein': 2}
OG0006967	hypothetical protein	{'hypothetical protein': 2}
OG0006968	hypothetical protein	{'hypothetical protein': 2}
OG0006969	hypothetical protein	{'hypothetical protein': 2}
OG0006970	hypothetical protein	{'hypothetical protein': 2}
OG0006971	hypothetical protein	{'hypothetical protein': 2}
OG0006972	hypothetical protein	{'hypothetical protein': 2}
OG0006973	hypothetical protein	{'hypothetical protein': 2}
OG0006974	ATP-binding protein	{'ATP-binding protein': 1, 'hypothetical protein': 1}
OG0006975	DUF4011 domain-containing protein	{'DUF4011 domain-containing protein': 1, 'hypothetical protein': 1}
OG0006976	hypothetical protein	{'hypothetical protein': 2}
OG0006977	Bacterial low temperature requirement A protein (LtrA)	{'Bacterial low temperature requirement A protein (LtrA)': 1, 'hypothetical protein': 1}
OG0006978	hypothetical protein	{'hypothetical protein': 2}
OG0006979	glycoside hydrolase family 127 protein	{'glycoside hydrolase family 127 protein': 1, 'Non-reducing end beta-L-arabinofuranosidase': 1}
OG0006980	FtsX-like permease family protein	{'FtsX-like permease family protein': 2}
OG0006981	transcriptional regulator BetI	{'transcriptional regulator BetI': 1, 'TetR family transcriptional regulator': 1}
OG0006982	hypothetical protein	{'hypothetical protein': 2}
OG0006983	hypothetical protein	{'hypothetical protein': 2}
OG0006984	Copper homeostasis protein CutC	{'Copper homeostasis protein CutC': 1, 'copper homeostasis protein CutC': 1}
OG0006985	hypothetical protein	{'hypothetical protein': 2}
OG0006986	hypothetical protein	{'hypothetical protein': 2}
OG0006987	hypothetical protein	{'hypothetical protein': 2}
OG0006988	hypothetical protein	{'hypothetical protein': 2}
OG0006989	ABC-2 family transporter protein	{'ABC-2 family transporter protein': 1, 'hypothetical protein': 1}
OG0006990	hypothetical protein	{'hypothetical protein': 2}
OG0006991	ribonuclease Z	{'ribonuclease Z': 1, 'MBL fold metallo-hydrolase': 1}
OG0006992	GNAT family N-acetyltransferase	{'GNAT family N-acetyltransferase': 1, 'hypothetical protein': 1}
OG0006993	hypothetical protein	{'hypothetical protein': 2}
OG0006994	MarR family protein	{'MarR family protein': 1, 'MarR family transcriptional regulator': 1}
OG0006995	ABC-2 type transporter	{'ABC-2 type transporter': 1, 'multidrug ABC transporter permease': 1}
OG0006996	Protein-L-isoaspartate O-methyltransferase	{'Protein-L-isoaspartate O-methyltransferase': 1, 'protein-L-isoaspartate carboxylmethyltransferase': 1}
OG0006997	hypothetical protein	{'hypothetical protein': 1, 'DUF3175 domain-containing protein': 1}
OG0006998	hypothetical protein	{'hypothetical protein': 2}
OG0006999	hypothetical protein	{'hypothetical protein': 2}
OG0007000	Altronate dehydratase	{'Altronate dehydratase': 1, 'altronate dehydratase': 1}
OG0007001	Altronate oxidoreductase	{'Altronate oxidoreductase': 1, 'tagaturonate reductase': 1}
OG0007002	phosphotransferase	{'phosphotransferase': 1, 'serine/threonine protein kinase': 1}
OG0007003	Putrescine aminotransferase	{'Putrescine aminotransferase': 1, 'aspartate aminotransferase family protein': 1}
OG0007004	putative HTH-type transcriptional regulator YfiR	{'putative HTH-type transcriptional regulator YfiR': 1, 'TetR family transcriptional regulator': 1}
OG0007005	MFS transporter	{'MFS transporter': 1, 'Inner membrane protein YbjJ': 1}
OG0007006	hypothetical protein	{'hypothetical protein': 2}
OG0007007	hypothetical protein	{'hypothetical protein': 2}
OG0007008	hypothetical protein	{'hypothetical protein': 1, 'DUF2510 domain-containing protein': 1}
OG0007009	hypothetical protein	{'hypothetical protein': 1, 'DUF1778 domain-containing protein': 1}
OG0007010	GNAT family N-acetyltransferase	{'GNAT family N-acetyltransferase': 1, 'hypothetical protein': 1}
OG0007011	hypothetical protein	{'hypothetical protein': 2}
OG0007012	hypothetical protein	{'hypothetical protein': 2}
OG0007013	exo-alpha-sialidase	{'exo-alpha-sialidase': 1, 'hypothetical protein': 1}
OG0007014	Uronate isomerase	{'Uronate isomerase': 1, 'glucuronate isomerase': 1}
OG0007015	LacI family transcriptional regulator	{'LacI family transcriptional regulator': 1, 'HTH-type transcriptional repressor CytR': 1}
OG0007016	hypothetical protein	{'hypothetical protein': 2}
OG0007017	hypothetical protein	{'hypothetical protein': 2}
OG0007018	type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein	{'type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein': 1, 'hypothetical protein': 1}
OG0007019	hypothetical protein	{'hypothetical protein': 1, 'pilus assembly protein CpaE': 1}
OG0007020	hypothetical protein	{'hypothetical protein': 2}
OG0007021	hypothetical protein	{'hypothetical protein': 2}
OG0007022	WYL domain-containing protein	{'WYL domain-containing protein': 1, 'hypothetical protein': 1}
OG0007023	hypothetical protein	{'hypothetical protein': 2}
OG0007024	ApbE family protein	{'ApbE family protein': 1, 'hypothetical protein': 1}
OG0007025	ABC-2 family transporter protein	{'ABC-2 family transporter protein': 1, 'ABC transporter permease': 1}
OG0007026	hypothetical protein	{'hypothetical protein': 2}
OG0007027	Cadmium, cobalt and zinc/H(+)-K(+) antiporter	{'Cadmium, cobalt and zinc/H(+)-K(+) antiporter': 1, 'cation transporter': 1}
OG0007028	hypothetical protein	{'hypothetical protein': 2}
OG0007029	hypothetical protein	{'hypothetical protein': 2}
OG0007030	NAD(P)/FAD-dependent oxidoreductase	{'NAD(P)/FAD-dependent oxidoreductase': 1, 'Thioredoxin reductase': 1}
OG0007031	hypothetical protein	{'hypothetical protein': 2}
OG0007032	hypothetical protein	{'hypothetical protein': 2}
OG0007033	antitoxin HicB	{'antitoxin HicB': 1, 'hypothetical protein': 1}
OG0007034	transcriptional regulator BetI	{'transcriptional regulator BetI': 1, 'TetR/AcrR family transcriptional regulator': 1}
OG0007035	beta-galactosidase	{'beta-galactosidase': 1, 'Beta-galactosidase precursor': 1}
OG0007036	universal stress protein	{'universal stress protein': 1, 'hypothetical protein': 1}
OG0007037	2'-5' RNA ligase family protein	"{""2'-5' RNA ligase family protein"": 1, 'hypothetical protein': 1}"
OG0007038	Barstar (barnase inhibitor)	{'Barstar (barnase inhibitor)': 1, 'barstar family protein': 1}
OG0007039	hypothetical protein	{'hypothetical protein': 1, 'MafI family immunity protein': 1}
OG0007040	hypothetical protein	{'hypothetical protein': 2}
OG0007041	hypothetical protein	{'hypothetical protein': 2}
OG0007042	hypothetical protein	{'hypothetical protein': 2}
OG0007043	GTP pyrophosphokinase YjbM	{'GTP pyrophosphokinase YjbM': 1, 'RelA/SpoT domain-containing protein': 1}
OG0007044	hypothetical protein	{'hypothetical protein': 2}
OG0007045	hypothetical protein	{'hypothetical protein': 1, 'helix-turn-helix transcriptional regulator': 1}
OG0007046	XRE family transcriptional regulator	{'XRE family transcriptional regulator': 1, 'hypothetical protein': 1}
OG0007047	hypothetical protein	{'hypothetical protein': 2}
OG0007048	hypothetical protein	{'hypothetical protein': 2}
OG0007049	hypothetical protein	{'hypothetical protein': 2}
OG0007050	hypothetical protein	{'hypothetical protein': 2}
OG0007051	Helix-turn-helix domain protein	{'Helix-turn-helix domain protein': 1, 'helix-turn-helix domain-containing protein': 1}
OG0007052	hypothetical protein	{'hypothetical protein': 2}
OG0007053	hypothetical protein	{'hypothetical protein': 2}
OG0007054	hypothetical protein	{'hypothetical protein': 2}
OG0007055	hypothetical protein	{'hypothetical protein': 2}
OG0007056	hypothetical protein	{'hypothetical protein': 2}
OG0007057	hypothetical protein	{'hypothetical protein': 2}
OG0007058	hypothetical protein	{'hypothetical protein': 2}
OG0007059	DUF3310 domain-containing protein	{'DUF3310 domain-containing protein': 1, 'hypothetical protein': 1}
OG0007060	hypothetical protein	{'hypothetical protein': 2}
OG0007061	hypothetical protein	{'hypothetical protein': 2}
OG0007062	hypothetical protein	{'hypothetical protein': 2}
OG0007063	hypothetical protein	{'hypothetical protein': 2}
OG0007064	hypothetical protein	{'hypothetical protein': 2}
OG0007065	hypothetical protein	{'hypothetical protein': 2}
OG0007066	hypothetical protein	{'hypothetical protein': 2}
OG0007067	hypothetical protein	{'hypothetical protein': 2}
OG0007068	C-5 cytosine-specific DNA methylase	{'C-5 cytosine-specific DNA methylase': 1, 'DNA cytosine methyltransferase': 1}
OG0007069	hypothetical protein	{'hypothetical protein': 2}
OG0007070	hypothetical protein	{'hypothetical protein': 2}
OG0007071	hypothetical protein	{'hypothetical protein': 2}
OG0007072	hypothetical protein	{'hypothetical protein': 2}
OG0007073	hypothetical protein	{'hypothetical protein': 2}
OG0007074	HK97 family phage prohead protease	{'HK97 family phage prohead protease': 1, 'Caudovirus prohead protease': 1}
OG0007075	hypothetical protein	{'hypothetical protein': 2}
OG0007076	hypothetical protein	{'hypothetical protein': 2}
OG0007077	hypothetical protein	{'hypothetical protein': 2}
OG0007078	hypothetical protein	{'hypothetical protein': 2}
OG0007079	hypothetical protein	{'hypothetical protein': 2}
OG0007080	hypothetical protein	{'hypothetical protein': 2}
OG0007081	hypothetical protein	{'hypothetical protein': 2}
OG0007082	hypothetical protein	{'hypothetical protein': 2}
OG0007083	DNRLRE domain-containing protein	{'DNRLRE domain-containing protein': 1, 'hypothetical protein': 1}
OG0007084	hypothetical protein	{'hypothetical protein': 2}
OG0007085	hypothetical protein	{'hypothetical protein': 2}
OG0007086	hypothetical protein	{'hypothetical protein': 2}
OG0007087	collagen-like protein	{'collagen-like protein': 1, 'Collagen triple helix repeat (20 copies)': 1}
OG0007088	N-acetylmuramoyl-L-alanine amidase	{'N-acetylmuramoyl-L-alanine amidase': 2}
OG0007089	hypothetical protein	{'hypothetical protein': 2}
OG0007090	hypothetical protein	{'hypothetical protein': 2}
OG0007091	hypothetical protein	{'hypothetical protein': 2}
OG0007092	hypothetical protein	{'hypothetical protein': 2}
OG0007093	bacteriocin family protein	{'bacteriocin family protein': 1, 'Linocin-M18': 1}
OG0007094	hypothetical protein	{'hypothetical protein': 1, 'DUF1211 domain-containing protein': 1}
OG0007095	Bacterial regulatory proteins, tetR family	{'Bacterial regulatory proteins, tetR family': 1, 'TetR family transcriptional regulator': 1}
OG0007096	hypothetical protein	{'hypothetical protein': 1, 'endo alpha-1,4 polygalactosaminidase': 1}
OG0007097	hypothetical protein	{'hypothetical protein': 2}
OG0007098	hypothetical protein	{'hypothetical protein': 2}
OG0007099	hypothetical protein	{'hypothetical protein': 2}
OG0007100	hypothetical protein	{'hypothetical protein': 2}
OG0007101	hypothetical protein	{'hypothetical protein': 2}
OG0007102	OadG family protein	{'OadG family protein': 1, 'Oxaloacetate decarboxylase, gamma chain': 1}
OG0007103	metal-dependent phosphohydrolase	{'metal-dependent phosphohydrolase': 1, 'hypothetical protein': 1}
OG0007104	hypothetical protein	{'hypothetical protein': 2}
OG0007105	hypothetical protein	{'hypothetical protein': 2}
OG0007106	ABC transporter ATP-binding protein	{'ABC transporter ATP-binding protein': 1, 'Glutathione import ATP-binding protein GsiA': 1}
OG0007107	hypothetical protein	{'hypothetical protein': 2}
OG0007108	tRNA3(Ser)-specific nuclease WapA precursor	{'tRNA3(Ser)-specific nuclease WapA precursor': 1, 'hypothetical protein': 1}
OG0007109	RHS repeat protein	{'RHS repeat protein': 1, 'RHS Repeat protein': 1}
OG0007110	hypothetical protein	{'hypothetical protein': 2}
OG0007111	hypothetical protein	{'hypothetical protein': 2}
OG0007112	extracellular solute-binding protein	{'extracellular solute-binding protein': 1, 'Bacterial extracellular solute-binding protein': 1}
OG0007113	Antitoxin MazE9	{'Antitoxin MazE9': 1, 'ribbon-helix-helix protein, CopG family': 1}
OG0007114	hypothetical protein	{'hypothetical protein': 2}
OG0007115	nitrite reductase small subunit NirD	{'nitrite reductase small subunit NirD': 1, 'Nitrite reductase': 1}
OG0007116	hypothetical protein	{'hypothetical protein': 2}
OG0007117	hypothetical protein	{'hypothetical protein': 2}
OG0007118	hypothetical protein	{'hypothetical protein': 2}
OG0007119	phosphotransferase	{'phosphotransferase': 1, 'Phosphotransferase enzyme family protein': 1}
OG0007120	hypothetical protein	{'hypothetical protein': 1, 'HipA domain-containing protein': 1}
OG0007121	hypothetical protein	{'hypothetical protein': 2}
OG0007122	hypothetical protein	{'hypothetical protein': 2}
OG0007123	VWA domain containing CoxE-like protein	{'VWA domain containing CoxE-like protein': 1, 'VWA domain-containing protein': 1}
OG0007124	AAA family ATPase	{'AAA family ATPase': 1, 'AAA domain (dynein-related subfamily)': 1}
OG0007125	DUF4132 domain-containing protein	{'DUF4132 domain-containing protein': 1, 'hypothetical protein': 1}
OG0007126	hypothetical protein	{'hypothetical protein': 2}
OG0007127	beta-lactamase family protein	{'beta-lactamase family protein': 1, '6-aminohexanoate-dimer hydrolase': 1}
OG0007128	hypothetical protein	{'hypothetical protein': 2}
OG0007129	hypothetical protein	{'hypothetical protein': 2}
OG0007130	glycoside hydrolase family 2	{'glycoside hydrolase family 2': 1, 'Beta-glucuronidase': 1}
OG0007131	MoaD/ThiS family protein	{'MoaD/ThiS family protein': 1, 'ThiS family protein': 1}
OG0007132	Methane monooxygenase component C	{'Methane monooxygenase component C': 1, '2Fe-2S iron-sulfur cluster binding domain-containing protein': 1}
OG0007133	hydroxylamine reductase	{'hydroxylamine reductase': 1, 'Hydroxylamine reductase': 1}
OG0007134	molybdopterin-guanine dinucleotide biosynthesis protein MobA	{'molybdopterin-guanine dinucleotide biosynthesis protein MobA': 1, 'molybdenum cofactor guanylyltransferase': 1}
OG0007135	type II toxin-antitoxin system PemK/MazF family toxin	{'type II toxin-antitoxin system PemK/MazF family toxin': 1, 'PemK-like protein': 1}
OG0007136	hypothetical protein	{'hypothetical protein': 2}
OG0007137	helix-turn-helix domain-containing protein	{'helix-turn-helix domain-containing protein': 1, 'TOBE domain protein': 1}
OG0007138	Antitoxin VapB46	{'Antitoxin VapB46': 1, 'type II toxin-antitoxin system prevent-host-death family antitoxin': 1}
OG0007139	Ribonuclease VapC46	{'Ribonuclease VapC46': 1, 'type II toxin-antitoxin system VapC family toxin': 1}
OG0007140	diaminopimelate decarboxylase	{'diaminopimelate decarboxylase': 1, 'hypothetical protein': 1}
OG0007141	3-oxoacyl-[acyl-carrier-protein] reductase FabG	{'3-oxoacyl-[acyl-carrier-protein] reductase FabG': 1, 'SDR family oxidoreductase': 1}
OG0007142	hypothetical protein	{'hypothetical protein': 2}
OG0007143	hypothetical protein	{'hypothetical protein': 2}
OG0007144	Pyrroline-5-carboxylate reductase	{'Pyrroline-5-carboxylate reductase': 1, 'hypothetical protein': 1}
OG0007145	Glutathione transport system permease protein GsiD	{'Glutathione transport system permease protein GsiD': 1, 'ABC transporter permease': 1}
OG0007146	Oligopeptide-binding protein OppA precursor	{'Oligopeptide-binding protein OppA precursor': 1, 'hypothetical protein': 1}
OG0007147	Xylose isomerase	{'Xylose isomerase': 1, 'L-rhamnose isomerase': 1}
OG0007148	hypothetical protein	{'hypothetical protein': 1, 'DUF4342 domain-containing protein': 1}
OG0007149	Inosose isomerase	{'Inosose isomerase': 1, 'sugar phosphate isomerase/epimerase': 1}
OG0007150	Gfo/Idh/MocA family oxidoreductase	{'Gfo/Idh/MocA family oxidoreductase': 1, '1,5-anhydro-D-fructose reductase': 1}
OG0007151	hypothetical protein	{'hypothetical protein': 2}
OG0007152	hypothetical protein	{'hypothetical protein': 2}
OG0007153	hypothetical protein	{'hypothetical protein': 2}
OG0007154	2-hydroxypropyl-CoM lyase	{'2-hydroxypropyl-CoM lyase': 1, 'cobalamin-independent methionine synthase II family protein': 1}
OG0007155	CBS domain-containing protein	{'CBS domain-containing protein': 1, 'CBS domain protein': 1}
OG0007156	hypothetical protein	{'hypothetical protein': 2}
OG0007157	toxin-antitoxin system toxin subunit	{'toxin-antitoxin system toxin subunit': 1, 'Nucleotidyltransferase domain protein': 1}
OG0007158	HPr-like protein Crh	{'HPr-like protein Crh': 1, 'HPr family phosphocarrier protein': 1}
OG0007159	Glycerol-1-phosphate dehydrogenase	{'Glycerol-1-phosphate dehydrogenase': 1, 'sn-glycerol-1-phosphate dehydrogenase': 1}
OG0007160	CGNR zinc finger domain-containing protein	{'CGNR zinc finger domain-containing protein': 1, 'CGNR zinc finger': 1}
OG0007161	hypothetical protein	{'hypothetical protein': 2}
